con1,con2,con3,con4,con5,lib1,lib2,lib3,lib4,lib5,tweet_id
2,1,1,1,1,1,1,1,1,1,1.04567E+18
2,1,2,2,1,1,2,2,1,1,1.04583E+18
2,1,1,1,1,1,1,1,1,1,1.04583E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
2,1,1,1,2,1,2,1,1,1,1.04585E+18
2,1,1,1,1,1,1,1,1,1,1.04479E+18
2,1,2,2,1,2,2,1,1,1,1.0456E+18
2,1,1,1,1,1,1,1,1,1,1.04556E+18
2,2,2,1,2,2,2,2,2,2,1.04567E+18
2,1,2,2,2,2,2,1,2,2,1.04573E+18
2,1,2,1,2,2,2,1,1,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04587E+18
2,1,2,2,2,2,2,2,1,2,1.04479E+18
2,1,2,1,1,1,1,1,2,1,1.04583E+18
2,2,2,2,2,2,2,2,2,2,1.04583E+18
2,1,2,2,2,2,2,1,2,2,1.04575E+18
2,1,2,2,2,2,2,2,2,2,1.04576E+18
2,1,1,1,1,1,1,1,1,1,1.04479E+18
2,1,1,1,1,1,1,1,1,1,1.04574E+18
2,1,2,2,1,1,2,2,2,1,1.04576E+18
2,1,2,1,1,1,2,2,2,2,1.04479E+18
2,1,2,1,1,2,1,1,1,1,1.0448E+18
2,1,1,1,1,1,2,1,1,1,1.04479E+18
2,1,2,2,1,1,2,2,2,2,1.04574E+18
2,1,2,1,1,1,2,1,1,1,1.0448E+18
2,2,2,2,2,2,2,2,2,2,1.04582E+18
1,1,1,2,1,2,1,1,1,1,1.04571E+18
2,1,1,2,2,1,1,1,1,2,1.04479E+18
2,2,2,1,2,2,2,2,2,2,1.04573E+18
2,1,2,1,1,1,1,1,1,1,1.04569E+18
2,2,2,2,2,2,2,2,2,2,1.04576E+18
1,1,2,1,1,1,1,1,1,1,1.04479E+18
2,1,2,2,1,1,2,2,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04575E+18
2,2,2,2,1,2,1,2,2,1,1.04573E+18
2,1,2,2,1,2,2,2,2,2,1.04576E+18
2,1,1,1,1,1,1,1,1,1,1.04567E+18
2,2,2,1,1,1,1,1,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.0457E+18
2,1,1,1,1,1,1,1,1,1,1.04567E+18
2,1,2,1,1,2,1,1,1,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04577E+18
1,1,1,1,1,1,1,1,1,1,1.04569E+18
2,1,1,1,2,1,1,1,1,1,1.04574E+18
1,1,1,2,2,1,1,2,2,1,1.0457E+18
2,1,2,2,2,2,2,2,2,2,1.04479E+18
2,1,1,1,1,1,1,1,1,1,1.04578E+18
2,1,2,2,1,1,2,1,1,1,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04577E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,1,2,1,1,1,1,1,1,1,1.04572E+18
2,1,2,2,2,2,1,2,2,2,1.04576E+18
2,1,2,2,2,2,2,1,2,1,1.04577E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
1,1,1,1,1,1,1,1,1,1,1.0448E+18
2,1,1,2,1,1,1,1,1,1,1.04581E+18
2,1,1,2,1,1,1,1,1,1,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
2,1,1,1,1,1,1,1,1,1,1.0457E+18
2,1,1,2,1,1,1,2,1,1,1.04564E+18
2,1,2,2,1,2,1,1,1,1,1.04557E+18
2,1,1,1,1,1,1,1,1,1,1.04574E+18
2,1,1,1,1,1,1,1,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04575E+18
2,1,1,1,1,1,1,1,1,1,1.04568E+18
3,2,2,2,2,2,2,2,2,2,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04575E+18
2,1,2,2,1,2,1,2,1,2,1.04479E+18
2,1,2,1,1,1,1,2,1,1,1.04554E+18
2,1,2,1,2,2,2,2,2,1,1.04479E+18
1,1,2,1,1,1,1,1,1,1,1.0448E+18
1,1,1,1,1,1,1,1,1,1,1.04577E+18
2,1,1,1,1,1,1,1,1,1,1.04569E+18
2,1,1,1,1,1,1,1,1,1,1.04585E+18
2,1,2,2,2,2,1,2,2,2,1.0448E+18
2,1,2,1,1,1,1,1,1,1,1.04566E+18
2,2,1,2,2,2,2,2,2,2,1.04573E+18
2,1,1,1,1,1,1,2,1,1,1.04479E+18
2,1,2,2,1,1,1,2,2,2,1.0448E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
2,1,2,2,2,2,2,2,2,2,1.04577E+18
2,1,1,1,2,1,1,2,1,1,1.04583E+18
2,1,2,2,1,2,2,2,2,2,1.04573E+18
2,1,2,1,1,1,1,1,1,1,1.04479E+18
2,1,1,1,1,1,1,1,1,1,1.0448E+18
2,1,1,1,1,1,1,1,1,1,1.04569E+18
2,1,2,2,1,1,1,1,1,2,1.04575E+18
2,1,2,1,1,1,1,1,1,1,1.0458E+18
2,1,2,2,1,1,1,1,2,1,1.04479E+18
2,1,2,1,1,1,1,1,1,1,1.04569E+18
2,1,2,1,1,1,1,1,1,1,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.04586E+18
2,1,2,2,2,2,1,1,2,2,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04582E+18
2,1,2,1,1,1,1,1,1,1,1.04564E+18
2,2,2,2,2,2,2,2,2,2,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.04569E+18
2,1,2,1,1,1,1,2,1,1,1.0448E+18
2,1,2,1,1,1,1,1,2,1,1.04575E+18
2,1,2,2,1,2,1,2,2,2,1.0448E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,1,2,1,1,2,1,1,1,1,1.04479E+18
2,1,1,1,1,1,1,1,1,1,1.0448E+18
2,1,2,1,1,1,1,1,1,2,1.04563E+18
2,2,2,2,2,2,2,2,2,2,1.04568E+18
2,1,2,2,2,2,2,2,2,2,1.04479E+18
2,1,1,1,1,1,1,1,1,1,1.0448E+18
2,1,2,2,1,1,1,1,1,1,1.04575E+18
2,1,2,1,1,1,1,1,1,1,1.04567E+18
2,1,2,1,1,1,1,1,2,1,1.04575E+18
2,1,2,1,1,1,1,1,1,1,1.04479E+18
1,1,2,2,2,1,2,2,2,2,1.0448E+18
2,1,1,1,1,1,1,2,1,1,1.04479E+18
2,1,2,1,1,1,1,1,1,1,1.04479E+18
2,2,2,2,2,1,1,2,1,2,1.04568E+18
2,1,1,1,1,1,1,1,1,2,1.04567E+18
2,1,1,1,1,1,2,1,1,1,1.04564E+18
2,2,2,2,2,2,2,2,2,2,1.04585E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,1,2,1,1,2,1,2,2,2,1.04479E+18
1,1,1,2,2,2,1,2,2,2,1.04572E+18
2,1,2,2,1,1,1,1,2,1,1.04479E+18
2,1,2,2,2,1,1,2,1,1,1.04558E+18
2,1,1,1,1,1,1,1,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
2,1,2,2,1,1,2,2,1,2,1.04554E+18
1,1,1,1,2,1,1,1,1,1,1.04555E+18
1,1,1,2,2,1,2,1,2,2,1.04574E+18
1,2,1,2,2,2,1,1,2,1,1.04479E+18
1,1,1,1,2,1,1,1,1,1,1.04581E+18
1,1,1,1,2,2,1,1,1,1,1.0458E+18
1,1,2,2,2,2,2,2,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
1,1,1,1,2,1,1,1,1,1,1.04479E+18
2,2,2,2,2,1,2,2,1,2,1.0448E+18
1,1,1,1,2,2,1,1,1,1,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04569E+18
1,1,1,1,2,1,1,1,1,1,1.04584E+18
1,1,1,1,2,1,1,1,1,2,1.04567E+18
1,2,2,1,2,2,2,1,2,1,1.04574E+18
1,1,1,1,2,1,1,1,1,1,1.04479E+18
2,2,1,2,2,1,2,1,1,2,1.04575E+18
2,2,2,1,2,2,2,2,1,1,1.04574E+18
2,2,1,2,2,1,1,1,1,2,1.04572E+18
1,2,1,1,2,1,1,1,1,1,1.0457E+18
1,2,1,1,2,1,1,1,1,1,1.04574E+18
1,2,1,1,2,1,1,1,1,1,1.04479E+18
1,1,1,1,2,1,1,1,1,1,1.04569E+18
2,2,2,2,2,2,2,2,2,2,1.04586E+18
1,1,1,1,2,1,1,1,1,1,1.04568E+18
2,2,2,2,2,2,2,2,2,2,1.04562E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
1,1,2,1,2,1,1,1,1,2,1.04579E+18
2,2,2,2,1,2,2,2,1,2,1.04575E+18
1,1,2,2,2,1,1,2,1,2,1.04573E+18
1,1,1,1,2,1,1,1,1,1,1.04562E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04586E+18
1,1,1,1,2,1,1,1,1,2,1.04554E+18
1,1,1,1,2,1,1,1,1,2,1.04578E+18
1,1,1,1,2,1,1,1,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04585E+18
1,1,1,1,1,1,1,1,1,2,1.04479E+18
1,2,2,2,2,2,2,2,2,2,1.04573E+18
1,1,1,1,2,1,1,1,1,1,1.0448E+18
1,1,1,2,1,1,1,1,1,2,1.04479E+18
1,1,1,1,2,3,1,1,1,1,1.0448E+18
1,1,2,2,1,1,2,2,1,2,1.04567E+18
1,1,1,1,2,1,1,1,1,1,1.04553E+18
1,1,2,1,2,1,1,1,1,1,1.04579E+18
2,2,2,2,1,2,2,2,2,2,1.04572E+18
1,2,1,1,2,1,1,1,2,2,1.04576E+18
1,1,1,1,2,1,1,1,1,1,1.04574E+18
1,1,1,1,2,2,1,1,1,1,1.04572E+18
1,1,2,1,1,1,2,1,1,2,1.04582E+18
1,1,1,1,2,1,1,1,2,1,1.04568E+18
1,1,1,1,2,1,1,1,1,1,1.04553E+18
1,2,2,2,1,2,2,2,2,2,1.04581E+18
1,2,1,2,2,1,2,2,2,2,1.04479E+18
1,2,2,2,2,1,2,2,1,2,1.04574E+18
1,1,1,1,2,1,2,2,1,2,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.04569E+18
1,2,1,1,1,2,1,1,2,1,1.04479E+18
1,2,1,1,2,1,2,2,1,1,1.04553E+18
1,2,1,1,2,1,1,1,1,2,1.04555E+18
1,1,1,1,2,1,2,1,1,1,1.04571E+18
1,1,1,1,2,1,2,1,1,1,1.04479E+18
1,1,1,1,2,1,1,1,1,1,1.0448E+18
1,1,2,2,2,1,2,2,2,2,1.04571E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
1,2,1,2,1,2,2,1,2,1,1.04479E+18
1,1,1,1,2,1,2,1,2,2,1.04567E+18
1,1,1,1,2,1,1,1,1,1,1.0458E+18
1,2,1,2,2,2,2,2,2,2,1.0448E+18
1,1,1,1,2,2,3,1,2,2,1.0458E+18
2,2,2,2,2,2,2,2,2,2,1.04581E+18
2,2,2,2,2,2,2,2,2,2,1.0458E+18
1,1,1,1,1,1,1,1,1,1,1.04479E+18
1,2,1,1,2,1,2,1,2,1,1.04567E+18
1,2,1,2,2,1,2,1,2,1,1.04479E+18
1,1,2,1,2,1,2,2,2,2,1.04567E+18
1,2,1,2,2,1,2,1,1,2,1.04571E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
1,1,1,1,2,1,1,2,2,2,1.04479E+18
1,2,1,2,2,1,2,1,2,1,1.04573E+18
1,1,2,1,2,1,1,2,1,2,1.04572E+18
1,2,1,1,2,1,1,1,1,1,1.04573E+18
1,2,1,1,2,1,2,2,1,2,1.04557E+18
1,2,1,1,2,1,1,1,2,1,1.04577E+18
2,2,2,2,2,2,2,2,2,2,1.04561E+18
2,2,2,2,2,2,2,2,2,2,1.04576E+18
1,1,1,1,2,1,1,1,1,2,1.04571E+18
1,1,1,2,2,1,2,2,2,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04576E+18
1,1,1,2,2,1,2,2,1,2,1.04571E+18
1,2,1,1,2,1,2,1,2,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,2,2,2,2,2,2,2,2,2,1.04567E+18
1,1,2,1,2,1,1,1,1,2,1.04571E+18
2,1,1,1,2,1,2,2,1,2,1.04584E+18
1,1,1,1,2,1,1,1,1,1,1.0448E+18
1,1,1,1,2,1,1,1,1,1,1.04579E+18
1,2,1,2,2,1,2,1,2,2,1.04577E+18
1,2,1,1,2,1,1,1,1,1,1.04479E+18
1,2,1,2,2,1,2,1,2,2,1.04479E+18
1,2,1,1,2,1,2,2,2,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04569E+18
1,1,1,1,2,1,1,1,2,2,1.04585E+18
1,2,1,1,2,1,1,1,1,1,1.04479E+18
2,2,2,2,2,1,2,2,2,2,1.04479E+18
1,2,2,2,2,2,2,2,2,2,1.04577E+18
1,1,1,1,2,1,1,1,1,2,1.04562E+18
2,1,1,2,2,2,2,2,2,2,1.04479E+18
2,2,2,2,2,1,2,1,2,2,1.04573E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
1,1,1,1,2,1,1,1,1,2,1.04563E+18
2,2,2,2,2,2,2,2,2,2,1.04584E+18
1,2,1,2,2,1,2,1,2,2,1.04479E+18
2,2,2,2,2,1,2,2,2,2,1.04479E+18
2,2,2,2,2,1,2,2,2,2,1.04565E+18
2,2,2,2,2,1,2,2,2,2,1.04577E+18
1,2,2,2,2,1,2,2,2,2,1.0448E+18
1,2,1,1,2,1,1,1,1,2,1.04564E+18
2,2,2,2,2,2,2,2,2,2,1.0458E+18
1,1,1,1,2,1,1,1,1,1,1.04569E+18
1,2,1,1,2,1,1,1,1,1,1.04575E+18
1,1,2,1,2,1,2,1,1,2,1.0457E+18
1,1,1,1,2,1,1,1,1,2,1.04567E+18
1,2,1,2,2,1,2,1,2,1,1.0448E+18
1,2,2,1,1,1,2,2,2,2,1.04575E+18
1,1,1,1,2,1,2,1,1,2,1.04556E+18
1,1,1,1,2,1,1,1,2,1,1.04581E+18
2,2,2,2,2,2,2,2,2,2,1.04566E+18
1,1,1,1,2,1,1,1,1,1,1.04553E+18
1,2,1,2,2,1,2,1,2,1,1.04571E+18
1,1,1,1,2,1,1,1,1,1,1.04571E+18
1,2,1,1,2,1,1,1,2,1,1.04479E+18
1,2,2,1,2,2,2,1,2,1,1.04568E+18
1,1,1,1,1,1,1,2,1,2,1.04579E+18
1,1,1,1,2,1,1,1,1,2,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.0458E+18
1,2,1,2,2,1,2,2,2,2,1.04572E+18
1,1,1,1,1,1,1,1,1,1,1.04567E+18
1,2,1,1,2,1,2,1,2,2,1.04555E+18
1,1,1,1,2,1,1,1,2,1,1.04479E+18
1,2,1,1,2,1,1,1,2,1,1.04572E+18
1,1,1,1,2,1,2,1,1,1,1.04562E+18
2,2,2,2,2,2,2,2,2,2,1.0458E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
1,2,1,1,2,1,2,2,2,2,1.04567E+18
1,1,1,2,2,1,1,1,1,2,1.04568E+18
1,2,1,1,2,1,2,1,2,2,1.0448E+18
2,2,2,2,2,2,2,2,2,2,1.04567E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
1,1,2,1,2,1,1,1,2,2,1.04557E+18
1,2,1,1,2,1,1,1,1,1,1.0448E+18
2,2,2,2,2,1,2,2,2,2,1.04572E+18
1,1,1,1,2,1,1,1,1,1,1.04573E+18
2,2,2,2,2,1,2,2,2,2,1.04563E+18
1,2,1,2,2,2,2,2,2,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04583E+18
1,1,1,1,2,1,1,1,1,1,1.0457E+18
1,2,1,1,2,2,2,2,2,1,1.04479E+18
1,2,1,1,2,1,1,1,1,2,1.04563E+18
1,2,1,1,2,1,2,1,1,1,1.04564E+18
2,2,2,2,2,2,2,2,2,2,1.04576E+18
2,2,2,2,2,2,2,2,2,2,1.04479E+18
1,1,1,1,2,1,1,1,1,2,1.04553E+18
1,2,2,1,2,1,2,1,2,2,1.04574E+18
1,1,1,1,2,1,1,1,1,2,1.0457E+18
2,2,2,2,2,2,2,2,2,2,1.04579E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
2,1,2,2,2,1,2,2,2,2,1.04573E+18
1,1,1,1,2,1,1,1,1,2,1.0448E+18
1,2,1,2,2,1,1,2,2,2,1.04479E+18
1,1,1,1,1,1,1,1,1,2,1.04577E+18
1,1,1,1,2,1,1,1,2,2,1.04567E+18
1,1,1,1,2,1,1,1,1,2,1.04574E+18
1,1,1,1,1,1,2,1,1,2,1.04575E+18
1,1,1,1,2,1,1,1,1,2,1.04553E+18
2,2,2,2,2,2,2,2,2,2,1.04581E+18
1,2,1,1,2,1,2,1,1,1,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04576E+18
1,2,1,2,2,1,2,2,2,2,1.04567E+18
1,1,1,1,2,1,1,1,1,2,1.04568E+18
2,2,2,2,2,2,2,2,2,2,1.0448E+18
1,2,1,1,1,1,1,1,2,1,1.04554E+18
1,2,2,2,2,2,2,1,2,2,1.04586E+18
1,2,2,1,2,1,2,1,1,2,1.04554E+18
1,2,1,2,2,1,2,1,1,2,1.04579E+18
1,2,1,1,2,1,1,1,1,1,1.04568E+18
1,1,1,2,2,1,2,1,1,1,1.04555E+18
2,2,2,2,1,2,2,2,2,2,1.04555E+18
1,2,1,2,2,2,2,2,2,2,1.04573E+18
1,2,1,2,2,2,2,2,2,1,1.04583E+18
2,2,2,2,2,2,2,2,2,2,1.04583E+18
2,2,2,2,2,2,2,2,2,2,1.04579E+18
1,1,1,1,1,1,1,1,1,1,1.04579E+18
1,2,1,1,2,1,1,2,1,2,1.04566E+18
1,2,1,1,2,1,2,1,2,2,1.04569E+18
1,1,1,1,2,1,1,1,1,1,1.04572E+18
1,1,1,1,2,1,1,1,1,2,1.04577E+18
2,2,1,2,2,2,2,2,2,1,1.04479E+18
1,1,1,1,2,1,1,1,1,1,1.04579E+18
1,1,1,1,2,1,1,1,1,2,1.04564E+18
1,1,1,1,2,1,1,1,1,1,1.04479E+18
1,1,1,1,2,1,1,1,1,2,1.04587E+18
1,2,2,1,2,2,1,2,2,2,1.04479E+18
1,2,2,1,2,1,2,1,2,1,1.0448E+18
1,1,1,2,2,1,2,1,1,2,1.04565E+18
1,1,2,1,2,1,1,1,1,1,1.04567E+18
2,2,1,2,2,2,2,2,2,2,1.04583E+18
1,2,2,1,2,1,2,2,2,2,1.04479E+18
1,2,2,1,2,1,1,1,1,1,1.04567E+18
1,1,1,1,2,1,2,1,1,1,1.04567E+18
1,1,1,2,2,1,2,2,1,2,1.04575E+18
1,2,1,1,1,1,2,1,1,2,1.04574E+18
1,2,1,2,2,1,1,1,1,1,1.04479E+18
1,1,1,2,1,1,2,2,1,2,1.04573E+18
1,1,1,1,2,1,1,1,1,1,1.0448E+18
1,2,2,1,1,1,1,1,1,1,1.04479E+18
1,1,2,1,2,1,1,1,1,2,1.04573E+18
2,2,2,2,2,2,2,2,2,2,1.04573E+18
2,2,2,2,1,1,2,2,1,2,1.04573E+18
2,2,2,2,2,1,2,2,1,2,1.04564E+18
2,2,2,2,2,2,2,2,2,2,1.04577E+18
1,1,1,1,1,1,1,2,1,2,1.04479E+18
1,1,1,1,2,1,1,1,1,2,1.04563E+18
1,2,2,1,2,1,1,1,2,1,1.0448E+18
1,1,1,2,1,1,2,2,1,2,1.0458E+18
2,1,1,2,2,2,2,1,2,2,1.04579E+18
1,2,1,1,2,1,1,1,2,1,1.04479E+18
1,1,2,1,2,1,1,1,1,2,1.04576E+18
2,2,1,2,2,2,2,2,2,2,1.04573E+18
2,2,1,2,2,2,2,2,2,2,1.04571E+18
1,1,2,1,2,1,1,1,1,2,1.04565E+18
1,1,2,1,2,1,1,1,1,2,1.04568E+18
1,1,2,1,2,1,2,1,2,2,1.0457E+18
1,2,1,1,1,1,2,1,2,2,1.04479E+18
1,2,1,1,2,1,2,1,1,1,1.0448E+18
1,2,2,1,2,1,2,1,1,1,1.04479E+18
1,1,1,1,1,1,1,1,1,1,1.0458E+18
1,1,3,1,2,1,1,1,1,2,1.04568E+18
1,1,2,1,2,1,2,1,1,1,1.04479E+18
1,1,1,1,1,1,1,1,1,1,1.0448E+18
1,2,2,1,2,1,2,2,2,2,1.04479E+18
1,1,1,1,1,1,1,1,1,1,1.04568E+18
2,2,2,2,2,2,2,2,2,2,1.04575E+18
1,2,1,1,2,1,1,1,1,2,1.04479E+18
1,2,1,1,2,1,2,1,2,2,1.04479E+18
1,1,1,1,2,1,2,2,1,2,1.04569E+18
2,2,1,2,1,1,1,2,2,2,1.04577E+18
1,2,2,2,2,1,2,1,1,2,1.04573E+18
1,1,2,2,2,1,1,2,1,2,1.04479E+18
2,2,2,2,2,2,2,2,2,2,1.04574E+18
1,1,1,1,1,1,1,1,1,1,1.04544E+18
1,1,1,1,1,1,1,2,1,1,1.04544E+18
1,1,2,1,1,1,1,1,1,1,1.04466E+18
1,1,1,1,1,1,1,1,1,1,1.04474E+18
2,2,2,2,2,2,2,2,2,2,1.04474E+18
2,2,2,2,2,2,2,2,2,2,1.04474E+18
1,1,2,1,1,1,1,1,1,1,1.04472E+18
1,1,1,1,1,1,2,2,1,1,1.04474E+18
1,2,1,1,2,2,1,2,2,2,1.04471E+18
1,1,2,1,2,2,2,2,1,2,1.04474E+18
1,1,1,1,2,1,2,1,2,2,1.04469E+18
1,2,2,1,2,2,1,1,2,2,1.0447E+18
1,1,2,1,2,2,2,1,1,1,1.04544E+18
1,1,2,1,2,1,1,1,2,1,1.04472E+18
1,1,1,1,1,1,1,1,1,1,1.04469E+18
1,1,1,1,2,1,1,1,2,1,1.04469E+18
1,1,1,1,1,1,1,1,1,1,1.0447E+18
1,1,2,1,1,1,1,1,2,2,1.04464E+18
1,1,1,1,1,1,1,1,1,1,1.04614E+18
2,2,2,1,2,2,2,2,2,2,1.04474E+18
1,1,2,2,2,2,2,2,1,1,1.04468E+18
1,1,2,1,1,1,2,1,1,1,1.04469E+18
2,1,1,1,2,1,2,2,1,1,1.04546E+18
1,1,2,1,2,1,2,2,2,1,1.04474E+18
1,1,1,1,2,1,1,2,1,1,1.04472E+18
1,1,2,1,2,2,2,1,2,2,1.04472E+18
1,1,2,1,1,1,1,2,1,1,1.04545E+18
2,2,2,2,2,2,2,2,2,2,1.04473E+18
2,2,2,1,2,2,2,2,2,2,1.04469E+18
1,2,1,1,2,2,2,2,2,2,1.04474E+18
2,2,2,2,2,2,2,2,2,2,1.04471E+18
1,2,2,1,2,2,2,2,2,2,1.04474E+18
1,2,2,1,2,2,2,2,1,1,1.04474E+18
1,2,2,1,2,2,2,2,2,2,1.04472E+18
1,1,1,1,2,1,2,2,1,1,1.04467E+18
2,2,2,1,2,2,2,1,2,2,1.04468E+18
1,2,2,1,2,2,2,1,1,1,1.04468E+18
1,1,1,1,1,1,1,1,1,1,1.04475E+18
1,2,2,1,2,2,2,2,1,1,1.04471E+18
2,1,2,1,2,2,2,2,1,1,1.04475E+18
2,2,2,2,2,2,2,2,1,1,1.04464E+18
1,1,2,1,2,2,1,2,2,1,1.04474E+18
1,2,2,1,1,1,2,1,1,1,1.04467E+18
1,1,1,1,1,1,1,1,1,1,1.04468E+18
1,1,1,1,2,1,1,1,1,1,1.04465E+18
1,1,1,1,1,1,1,1,1,1,1.04475E+18
1,2,2,1,1,1,1,2,1,1,1.04467E+18
1,1,2,1,1,1,1,1,1,1,1.04475E+18
1,2,2,1,2,2,2,2,2,2,1.04475E+18
1,1,1,1,2,1,1,2,1,1,1.04464E+18
2,2,2,1,2,2,2,2,2,1,1.04473E+18
1,1,2,1,2,2,2,2,1,1,1.04475E+18
1,1,2,1,1,1,1,2,1,1,1.04475E+18
1,1,2,1,2,1,2,2,1,1,1.04467E+18
2,2,2,1,2,2,2,2,2,2,1.04475E+18
1,1,1,1,2,1,1,1,1,1,1.04467E+18
1,2,2,1,2,2,2,2,1,1,1.04467E+18
2,2,2,1,2,2,2,2,2,2,1.04472E+18
2,2,2,1,2,2,2,2,2,2,1.04472E+18
1,1,1,1,2,1,1,2,1,1,1.04605E+18
1,1,1,1,2,1,1,2,1,1,1.04468E+18
1,2,2,1,2,2,2,2,2,2,1.04467E+18
1,1,2,1,1,2,1,1,1,1,1.04465E+18
1,1,2,1,2,2,1,2,1,1,1.04467E+18
2,1,1,1,2,1,2,2,1,1,1.04474E+18
2,2,2,2,2,2,2,2,2,2,1.04473E+18
2,1,2,1,2,1,2,1,1,1,1.04465E+18
2,2,2,2,2,2,2,2,2,2,1.04472E+18
1,1,1,1,1,1,2,2,1,1,1.04473E+18
1,2,2,1,2,2,1,2,2,1,1.04472E+18
1,1,2,1,1,1,1,1,1,1,1.04472E+18
2,2,2,1,2,2,2,2,2,2,1.04474E+18
2,2,2,1,2,2,2,2,2,2,1.04474E+18
1,2,2,1,1,1,1,1,1,1,1.04473E+18
1,1,1,1,1,1,2,2,1,1,1.04545E+18
1,1,2,1,1,1,1,2,1,1,1.04469E+18
1,1,2,1,2,2,1,1,1,1,1.04473E+18
1,1,2,1,2,1,2,2,1,1,1.04464E+18
2,1,2,2,2,2,2,2,2,1,1.04467E+18
1,1,1,1,1,1,1,2,1,1,1.04468E+18
1,1,2,1,2,2,2,2,1,1,1.04465E+18
2,1,2,1,1,2,2,1,1,2,1.04465E+18
2,1,2,1,1,2,2,1,2,1,1.04467E+18
1,2,2,1,2,2,2,2,1,2,1.04466E+18
2,2,2,2,2,2,2,2,2,2,1.04466E+18
1,1,2,1,1,1,1,2,1,1,1.04544E+18
1,2,2,1,2,2,2,2,2,2,1.04472E+18
2,2,2,2,2,2,2,2,2,2,1.04467E+18
2,2,2,2,2,2,2,2,2,2,1.04472E+18
2,1,2,1,2,2,1,2,1,1,1.04469E+18
2,2,2,2,2,2,1,2,1,1,1.04474E+18
2,1,2,1,2,2,2,2,2,2,1.04466E+18
1,1,2,1,2,2,2,2,1,1,1.04466E+18
1,1,1,1,1,1,1,1,1,1,1.0447E+18
2,1,2,1,2,2,2,2,1,1,1.0458E+18
2,2,2,1,2,2,2,2,1,1,1.04469E+18
2,2,2,1,2,2,2,2,1,1,1.04464E+18
2,1,2,1,2,2,2,2,2,2,1.04468E+18
2,1,2,1,1,1,2,2,1,1,1.04464E+18
1,1,1,1,1,1,1,1,1,1,1.04472E+18
2,2,2,2,2,2,2,2,1,2,1.04465E+18
1,1,2,1,1,1,2,1,1,1,1.04466E+18
2,2,2,1,1,1,2,2,1,1,1.04468E+18
2,2,2,1,2,2,2,2,1,1,1.0447E+18
2,1,2,1,1,1,2,1,1,1,1.04472E+18
1,1,1,1,1,1,2,2,1,1,1.04465E+18
1,1,1,1,1,1,1,2,1,1,1.04465E+18
2,1,2,1,2,2,1,1,2,1,1.04466E+18
1,1,1,1,1,1,1,1,1,1,1.04474E+18
2,2,2,1,2,2,2,2,2,2,1.04475E+18
1,1,2,1,2,1,2,1,1,1,1.04474E+18
1,1,2,1,2,1,2,2,1,1,1.04474E+18
2,1,2,1,2,2,2,2,1,1,1.04467E+18
2,2,1,1,2,2,2,2,2,1,1.04465E+18
1,1,1,1,1,1,1,1,1,1,1.04469E+18
2,2,2,2,2,2,2,2,2,1,1.0447E+18
2,1,2,1,1,1,1,1,1,1,1.04473E+18
2,2,2,1,2,2,1,2,2,1,1.04474E+18
2,2,2,1,2,2,2,2,2,2,1.04474E+18
1,1,2,1,1,1,2,1,1,1,1.04472E+18
